input_file_name,width,height,bitrate [kb/s],duration [s],model_cpu_energy [kWh]
Eldorado_s027.265,1920,1080,5800,19.67941308021545,0.0004106437529404
Eldorado_s027.265,2560,1440,8100,25.56736731529236,0.0005420281870841
Eldorado_s027.265,3840,2160,16800,48.07506132125855,0.0010234646387947
Eldorado_s028.265,640,360,145,12.347209453582764,0.0002442003647486
Eldorado_s028.265,960,540,1600,13.626036167144775,0.0002737319265577
Eldorado_s028.265,1280,720,3400,15.293408393859863,0.0003102862636354
Eldorado_s028.265,1920,1080,5800,19.17813229560852,0.00040231459749
Eldorado_s028.265,2560,1440,8100,25.113821268081665,0.0005307387561321
Eldorado_s028.265,3840,2160,16800,46.93108725547791,0.0009980677889664
Eldorado_s029.265,640,360,145,11.652056455612184,0.0002301928486453
Eldorado_s029.265,960,540,1600,12.744967937469482,0.0002554658017688
Eldorado_s029.265,1280,720,3400,14.297401428222656,0.0002884897888183
Eldorado_s029.265,1920,1080,5800,17.661367416381836,0.0003661790177663
Eldorado_s029.265,2560,1440,8100,22.78788733482361,0.0004750008515569
Eldorado_s029.265,3840,2160,16800,42.40999174118042,0.0009000342691739
Eldorado_s030.265,640,360,145,11.686609029769896,0.0002319142636352
Eldorado_s030.265,960,540,1600,12.657917976379396,0.0002525957853953
Eldorado_s030.265,1280,720,3400,14.092308044433594,0.0002846646224975
Eldorado_s030.265,1920,1080,5800,17.106165170669556,0.0003550479615423
Eldorado_s030.265,2560,1440,8100,21.64004635810852,0.0004534791936821
Eldorado_s030.265,3840,2160,16800,38.52766227722168,0.0008082247375488
Eldorado_s031.265,640,360,145,12.098932027816772,0.0002382145283699
Eldorado_s031.265,960,540,1600,13.028063535690308,0.0002596927331447
Eldorado_s031.265,1280,720,3400,14.306644678115845,0.0002893121479352
Eldorado_s031.265,1920,1080,5800,17.499549865722656,0.0003632128794352
Eldorado_s031.265,2560,1440,8100,22.368869304656982,0.0004667637394905
Eldorado_s031.265,3840,2160,16800,40.1283164024353,0.0008391276829931
Eldorado_s032.265,640,360,145,12.047001600265505,0.0002371920759518
Eldorado_s032.265,960,540,1600,13.156364440917969,0.0002596189249674
Eldorado_s032.265,1280,720,3400,14.280029773712158,0.0002865525974591
Eldorado_s032.265,1920,1080,5800,17.438876390457153,0.0003596283842298
Eldorado_s032.265,2560,1440,8100,22.29454278945923,0.0004671945300102
Eldorado_s032.265,3840,2160,16800,39.51976799964905,0.0008290369109259
Eldorado_s033.265,640,360,145,10.878112077713013,0.0002127275250752
Eldorado_s033.265,960,540,1600,11.931708335876465,0.0002351872287538
Eldorado_s033.265,1280,720,3400,13.163074254989624,0.0002638465106222
Eldorado_s033.265,1920,1080,5800,16.30379009246826,0.0003329596243328
Eldorado_s033.265,2560,1440,8100,21.087076425552368,0.0004329879692713
Eldorado_s033.265,3840,2160,16800,37.17560529708862,0.00076581746912
Eldorado_s034.265,640,360,145,1.7621591091156006,2.0793477487564088e-05
Eldorado_s034.265,960,540,1600,2.218160390853882,2.720943412780762e-05
Eldorado_s034.265,1280,720,3400,2.708945751190185,3.6721264627244735e-05
Eldorado_s034.265,1920,1080,5800,4.101118564605713,5.960292313893636e-05
Eldorado_s034.265,2560,1440,8100,5.838819265365601,9.238309593200684e-05
Eldorado_s034.265,3840,2160,16800,11.34520173072815,0.0001863134239779
Eldorado_s035.265,640,360,145,1.2757244110107422,1.751994857788086e-05
Eldorado_s035.265,960,540,1600,1.7462410926818848,2.405932172139486e-05
Eldorado_s035.265,1280,720,3400,2.230473279953003,3.291187239752876e-05
Eldorado_s035.265,1920,1080,5800,3.655397891998291,6.002975649303861e-05
Eldorado_s035.265,2560,1440,8100,5.595357179641724,9.375331807666354e-05
Eldorado_s035.265,3840,2160,16800,10.888644218444824,0.0001817193735122
FlowerFocus_s000.265,640,360,145,12.502124071121216,0.0002494868314637
FlowerFocus_s000.265,960,540,1600,13.819807052612305,0.0002794672092861
FlowerFocus_s000.265,1280,720,3400,16.10126566886902,0.0003316860727787
FlowerFocus_s000.265,1920,1080,5800,21.71006941795349,0.0004607359176476
FlowerFocus_s000.265,2560,1440,8100,29.586036443710327,0.0006318262449423
FlowerFocus_s000.265,3840,2160,16800,53.66144156455994,0.0011495473259607
FlowerFocus_s001.265,640,360,145,12.387387990951538,0.0002449950069321
FlowerFocus_s001.265,960,540,1600,14.12608027458191,0.0002815798668066
FlowerFocus_s001.265,1280,720,3400,16.46158266067505,0.0003383769769138
FlowerFocus_s001.265,1920,1080,5800,22.61571979522705,0.0004824686889648
FlowerFocus_s001.265,2560,1440,8100,30.832006454467773,0.0006570643153296
FlowerFocus_s001.265,3840,2160,16800,55.77354383468628,0.0011972720743179
FlowerKids_s000.265,640,360,145,9.942909955978394,0.0001924505460368
FlowerKids_s000.265,960,540,1600,11.19203519821167,0.0002208561612447
FlowerKids_s000.265,1280,720,3400,12.722302675247192,0.0002575559497144
FlowerKids_s000.265,1920,1080,5800,16.369264602661133,0.000342663272349
FlowerKids_s000.265,2560,1440,8100,21.88734436035156,0.0004576886898464
FlowerKids_s000.265,3840,2160,16800,40.071552991867065,0.0008263644705878
FlowerKids_s001.265,640,360,145,10.313234806060793,0.0001993892062505
FlowerKids_s001.265,960,540,1600,11.78909945487976,0.0002339481291823
FlowerKids_s001.265,1280,720,3400,13.58164644241333,0.0002731420006752
FlowerKids_s001.265,1920,1080,5800,17.662071704864502,0.0003716884867668
FlowerKids_s001.265,2560,1440,8100,23.909485816955566,0.0005042244897842
FlowerKids_s001.265,3840,2160,16800,43.68504858016968,0.0009241814721849
Flowers_s000.265,640,360,145,10.258727312088013,0.0002040346876515
Flowers_s000.265,960,540,1600,12.138831853866575,0.0002419673816204
Flowers_s000.265,1280,720,3400,14.2430739402771,0.0002921412721527
Flowers_s000.265,1920,1080,5800,19.173086881637573,0.0004056173046959
Flowers_s000.265,2560,1440,8100,26.323603868484497,0.0005604002779112
Flowers_s000.265,3840,2160,16800,50.788469076156616,0.0010823587076452
Flowers_s001.265,640,360,145,10.497796773910522,0.0002069232386324
Flowers_s001.265,960,540,1600,12.590394258499146,0.0002509685255527
Flowers_s001.265,1280,720,3400,15.07273292541504,0.000307818701299
Flowers_s001.265,1920,1080,5800,20.41777729988098,0.0004369404342174
Flowers_s001.265,2560,1440,8100,28.86607813835144,0.0006145267301453
Flowers_s001.265,3840,2160,16800,55.3754198551178,0.0011911868093278
Fountains_s000.265,640,360,145,12.401049852371216,0.0002463675237337
Fountains_s000.265,960,540,1600,13.859458446502686,0.0002802690485848
Fountains_s000.265,1280,720,3400,15.816039085388184,0.0003229986648771
Fountains_s000.265,1920,1080,5800,20.42869210243225,0.0004326343016359
Fountains_s000.265,2560,1440,8100,27.05117058753968,0.0005722825422075
Fountains_s000.265,3840,2160,16800,48.6079535484314,0.0010337291454633
Fountains_s001.265,640,360,145,12.361998081207275,0.0002461411173502
Fountains_s001.265,960,540,1600,13.821959733963013,0.0002788964319652
Fountains_s001.265,1280,720,3400,15.69124174118042,0.0003218448028246
Fountains_s001.265,1920,1080,5800,20.27925658226013,0.000428568289105
Fountains_s001.265,2560,1440,8100,26.951446056365967,0.0005719695774184
Fountains_s001.265,3840,2160,16800,48.24264526367188,0.0010248881971571
Fun_on_the_river_s000.265,640,360,145,5.9480695724487305,0.000114202935791
Fun_on_the_river_s000.265,960,540,1600,7.296924591064453,0.000143668337504
Fun_on_the_river_s000.265,1280,720,3400,9.03258466720581,0.0001792466246181
Fun_on_the_river_s000.265,1920,1080,5800,12.822012186050417,0.0002629937166161
Fun_on_the_river_s000.265,2560,1440,8100,18.0751895904541,0.0003787756396399
Fun_on_the_river_s000.265,3840,2160,16800,35.88696551322937,0.000763196133248
Fun_on_the_river_s001.265,640,360,145,7.675868272781372,0.0001487412696414
Fun_on_the_river_s001.265,960,540,1600,10.02409601211548,0.0001969177972157
Fun_on_the_river_s001.265,1280,720,3400,12.617926120758057,0.0002574056928634
Fun_on_the_river_s001.265,1920,1080,5800,18.88420081138611,0.0003990861104806
Fun_on_the_river_s001.265,2560,1440,8100,27.367732763290405,0.0005826286219384
Fun_on_the_river_s001.265,3840,2160,16800,54.89671397209168,0.0011833291678428
Fun_on_the_river_s002.265,640,360,145,7.409102916717529,0.0001417608358065
Fun_on_the_river_s002.265,960,540,1600,9.473740816116331,0.0001852642648484
Fun_on_the_river_s002.265,1280,720,3400,11.881473779678345,0.0002405338358508
Fun_on_the_river_s002.265,1920,1080,5800,17.483803033828735,0.0003698795664045
Fun_on_the_river_s002.265,2560,1440,8100,25.42421650886536,0.0005429482681115
Fun_on_the_river_s002.265,3840,2160,16800,51.86783838272095,0.001119192690436
Fun_on_the_river_s003.265,640,360,145,7.1737096309661865,0.000136778730297
Fun_on_the_river_s003.265,960,540,1600,9.292804479599,0.0001804869136704
Fun_on_the_river_s003.265,1280,720,3400,11.511504888534546,0.0002340672660668
Fun_on_the_river_s003.265,1920,1080,5800,17.198238134384155,0.0003626917331006
Fun_on_the_river_s003.265,2560,1440,8100,25.0892231464386,0.0005335641455809
Fun_on_the_river_s003.265,3840,2160,16800,50.729289054870605,0.0010946253260506
Fun_on_the_river_s004.265,640,360,145,7.393946647644043,0.0001414708458582
Fun_on_the_river_s004.265,960,540,1600,9.228705167770386,0.0001808826212882
Fun_on_the_river_s004.265,1280,720,3400,11.487838506698608,0.0002284803436332
Fun_on_the_river_s004.265,1920,1080,5800,16.418325185775757,0.0003415011638641
Fun_on_the_river_s004.265,2560,1440,8100,23.216874599456787,0.0004911658804151
Fun_on_the_river_s004.265,3840,2160,16800,45.74247932434082,0.0009738065598381
Fun_on_the_river_s005.265,640,360,145,7.615685701370239,0.0001465596403863
Fun_on_the_river_s005.265,960,540,1600,9.47425627708435,0.0001854848840024
Fun_on_the_river_s005.265,1280,720,3400,11.550200700759888,0.0002320306985219
Fun_on_the_river_s005.265,1920,1080,5800,16.343050003051758,0.000343204050064
Fun_on_the_river_s005.265,2560,1440,8100,23.03554677963257,0.0004898892948468
Fun_on_the_river_s005.265,3840,2160,16800,44.9212658405304,0.0009573220875793
Fun_on_the_river_s006.265,640,360,145,7.983478784561157,0.0001539924352222
Fun_on_the_river_s006.265,960,540,1600,10.013478994369509,0.0001960416665342
Fun_on_the_river_s006.265,1280,720,3400,12.15781044960022,0.0002469386389096
Fun_on_the_river_s006.265,1920,1080,5800,17.484943866729736,0.0003687380384339
Fun_on_the_river_s006.265,2560,1440,8100,24.766961812973022,0.0005272610981517
Fun_on_the_river_s006.265,3840,2160,16800,48.73587822914124,0.0010440308136198
Fun_on_the_river_s007.265,640,360,145,8.017289638519287,0.0001557135809792
Fun_on_the_river_s007.265,960,540,1600,9.891177892684937,0.0001971641459941
Fun_on_the_river_s007.265,1280,720,3400,12.20487380027771,0.0002478945478545
Fun_on_the_river_s007.265,1920,1080,5800,17.530691385269165,0.0003689236609299
Fun_on_the_river_s007.265,2560,1440,8100,24.932207107543945,0.0005313330359141
Fun_on_the_river_s007.265,3840,2160,16800,49.515602827072144,0.0010629349406878
Fun_on_the_river_s008.265,640,360,145,7.388184309005737,0.0001365993187798
Fun_on_the_river_s008.265,960,540,1600,9.057852029800417,0.0001757223293781
Fun_on_the_river_s008.265,1280,720,3400,11.248040676116943,0.0002247108570628
Fun_on_the_river_s008.265,1920,1080,5800,16.331128120422363,0.0003407762067794
Fun_on_the_river_s008.265,2560,1440,8100,23.2932653427124,0.0004938172252655
Fun_on_the_river_s008.265,3840,2160,16800,46.70022010803223,0.0009962713623046
Fun_on_the_river_s009.265,640,360,145,7.509631156921387,0.0001401797815958
Fun_on_the_river_s009.265,960,540,1600,9.697427988052368,0.0001868371125698
Fun_on_the_river_s009.265,1280,720,3400,12.315537929534912,0.0002441213296254
Fun_on_the_river_s009.265,1920,1080,5800,17.969772815704346,0.0003781638856993
Fun_on_the_river_s009.265,2560,1440,8100,26.14034676551819,0.0005547562480237
Fun_on_the_river_s009.265,3840,2160,16800,52.75705814361572,0.001131345802413
Fun_on_the_river_s010.265,640,360,145,7.415807247161865,0.0001453498220443
Fun_on_the_river_s010.265,960,540,1600,10.02210783958435,0.0001968787406709
Fun_on_the_river_s010.265,1280,720,3400,12.678738355636597,0.0002580827629725
Fun_on_the_river_s010.265,1920,1080,5800,19.069869995117188,0.0004059763434516
Fun_on_the_river_s010.265,2560,1440,8100,27.861523151397705,0.0005962365954399
Fun_on_the_river_s010.265,3840,2160,16800,57.10809183120728,0.0012348038522614
Fun_on_the_river_s011.265,640,360,145,8.084505081176758,0.000158815610928
Fun_on_the_river_s011.265,960,540,1600,10.2570903301239,0.0002060535479651
Fun_on_the_river_s011.265,1280,720,3400,12.676926136016846,0.0002614263878716
Fun_on_the_river_s011.265,1920,1080,5800,18.702507257461548,0.0003981555989477
Fun_on_the_river_s011.265,2560,1440,8100,26.600223302841187,0.0005704270108275
Fun_on_the_river_s011.265,3840,2160,16800,53.72663164138794,0.0011521377674208
Fun_on_the_river_s012.265,640,360,145,8.055564403533936,0.0001557409118016
Fun_on_the_river_s012.265,960,540,1600,9.620576620101929,0.0001896322547117
Fun_on_the_river_s012.265,1280,720,3400,11.64794635772705,0.0002371004191928
Fun_on_the_river_s012.265,1920,1080,5800,16.506901264190674,0.0003481122066603
Fun_on_the_river_s012.265,2560,1440,8100,23.2251398563385,0.0004939213076114
Fun_on_the_river_s012.265,3840,2160,16800,46.38809227943421,0.0009906434817896
Fun_on_the_river_s013.265,640,360,145,8.230517387390137,0.0001582088342242
Fun_on_the_river_s013.265,960,540,1600,10.19076132774353,0.0001988330765724
Fun_on_the_river_s013.265,1280,720,3400,12.372394323349,0.0002507471916198
Fun_on_the_river_s013.265,1920,1080,5800,17.73156237602234,0.0003747270182132
Fun_on_the_river_s013.265,2560,1440,8100,25.425858736038208,0.0005435483578681
Fun_on_the_river_s013.265,3840,2160,16800,50.64610266685486,0.0010872030039151
Fun_on_the_river_s014.265,640,360,145,7.914088487625122,0.0001549402657243
Fun_on_the_river_s014.265,960,540,1600,10.535497188568115,0.0002076663556946
Fun_on_the_river_s014.265,1280,720,3400,13.27256679534912,0.0002716452004114
Fun_on_the_river_s014.265,1920,1080,5800,19.87882709503174,0.000424081644694
Fun_on_the_river_s014.265,2560,1440,8100,28.96271586418152,0.0006185148876772
Fun_on_the_river_s014.265,3840,2160,16800,58.67437672615051,0.0012699742873615
Fun_on_the_river_s015.265,640,360,145,7.985547065734863,0.000155984352684
Fun_on_the_river_s015.265,960,540,1600,10.38483452796936,0.00020423507905
Fun_on_the_river_s015.265,1280,720,3400,12.906731843948364,0.0002630105133533
Fun_on_the_river_s015.265,1920,1080,5800,19.08397650718689,0.0004062766554196
Fun_on_the_river_s015.265,2560,1440,8100,27.519362449646,0.0005876912736468
Fun_on_the_river_s015.265,3840,2160,16800,55.86427569389343,0.0011979783565468
Fun_on_the_river_s016.265,640,360,145,8.358110904693604,0.0001632617663383
Fun_on_the_river_s016.265,960,540,1600,10.807125568389893,0.0002156621946758
Fun_on_the_river_s016.265,1280,720,3400,13.541797161102297,0.0002795628791703
Fun_on_the_river_s016.265,1920,1080,5800,20.26593828201294,0.0004314393083148
Fun_on_the_river_s016.265,2560,1440,8100,29.29930710792541,0.000626354076396
Fun_on_the_river_s016.265,3840,2160,16800,58.38420128822327,0.0012623961745209
Fun_on_the_river_s017.265,640,360,145,7.156827688217163,0.0001390014977667
Fun_on_the_river_s017.265,960,540,1600,8.959272861480713,0.0001769954127523
Fun_on_the_river_s017.265,1280,720,3400,10.985071897506714,0.0002218984523296
Fun_on_the_river_s017.265,1920,1080,5800,15.670438766479492,0.0003255968943701
Fun_on_the_river_s017.265,2560,1440,8100,21.97331190109253,0.0004653459164831
Fun_on_the_river_s017.265,3840,2160,16800,42.18147277832031,0.000902683517456
Fun_on_the_river_s018.265,640,360,145,7.665013790130615,0.00014750893205
Fun_on_the_river_s018.265,960,540,1600,10.034586906433104,0.0001984618299272
Fun_on_the_river_s018.265,1280,720,3400,12.78125023841858,0.0002604534770806
Fun_on_the_river_s018.265,1920,1080,5800,19.164475202560425,0.000406712751521
Fun_on_the_river_s018.265,2560,1440,8100,28.13945436477661,0.0006015590021981
Fun_on_the_river_s018.265,3840,2160,16800,57.249507904052734,0.001234044948154
Fun_on_the_river_s019.265,640,360,145,7.600118398666382,0.0001487934290938
Fun_on_the_river_s019.265,960,540,1600,10.028415441513062,0.0001974483573595
Fun_on_the_river_s019.265,1280,720,3400,12.63621425628662,0.0002589019898732
Fun_on_the_river_s019.265,1920,1080,5800,19.050307035446167,0.0004034431689951
Fun_on_the_river_s019.265,2560,1440,8100,27.80106997489929,0.0005930894927978
Fun_on_the_river_s019.265,3840,2160,16800,56.71038913726807,0.0012236841744952
Fun_on_the_river_s020.265,640,360,145,7.780903339385986,0.0001516411606364
Fun_on_the_river_s020.265,960,540,1600,10.196902513504028,0.0002025784632682
Fun_on_the_river_s020.265,1280,720,3400,12.931995153427124,0.0002658243448204
Fun_on_the_river_s020.265,1920,1080,5800,19.566420316696167,0.0004143733013735
Fun_on_the_river_s020.265,2560,1440,8100,28.36007595062256,0.0006075358492533
Fun_on_the_river_s020.265,3840,2160,16800,57.49956727027893,0.0012432684211995
Fun_on_the_river_s021.265,640,360,145,7.156050443649292,0.0001370781218316
Fun_on_the_river_s021.265,960,540,1600,8.728514432907104,0.0001743763216707
Fun_on_the_river_s021.265,1280,720,3400,10.784735202789308,0.0002197689373546
Fun_on_the_river_s021.265,1920,1080,5800,15.64885187149048,0.0003286258893013
Fun_on_the_river_s021.265,2560,1440,8100,22.2858989238739,0.0004749372681776
Fun_on_the_river_s021.265,3840,2160,16800,44.99879240989685,0.0009639741307364
Fun_on_the_river_s022.265,640,360,145,6.986520051956177,0.0001321228569825
Fun_on_the_river_s022.265,960,540,1600,8.328678846359253,0.0001630570236365
Fun_on_the_river_s022.265,1280,720,3400,10.073903799057009,0.0002010303469234
Fun_on_the_river_s022.265,1920,1080,5800,14.171605825424194,0.0002922500045776
Fun_on_the_river_s022.265,2560,1440,8100,19.942721605300903,0.0004187971537113
Fun_on_the_river_s022.265,3840,2160,16800,39.48215293884277,0.0008343894987742
Fun_on_the_river_s023.265,640,360,145,7.887238502502441,0.0001502080754809
Fun_on_the_river_s023.265,960,540,1600,10.03710651397705,0.0001962811940511
Fun_on_the_river_s023.265,1280,720,3400,12.602027177810667,0.0002548409940401
Fun_on_the_river_s023.265,1920,1080,5800,18.745659828186035,0.0003969914181391
Fun_on_the_river_s023.265,2560,1440,8100,27.36082577705384,0.0005812655431747
Fun_on_the_river_s023.265,3840,2160,16800,55.040515422821045,0.0011803132751782
Fun_on_the_river_s024.265,640,360,145,8.15921688079834,0.000160283282725
Fun_on_the_river_s024.265,960,540,1600,10.49478554725647,0.0002103621458583
Fun_on_the_river_s024.265,1280,720,3400,13.135725021362305,0.0002723473654429
Fun_on_the_river_s024.265,1920,1080,5800,19.77078938484192,0.0004235342437108
Fun_on_the_river_s024.265,2560,1440,8100,28.90377140045166,0.0006211099320941
Fun_on_the_river_s024.265,3840,2160,16800,58.242103815078735,0.001260617980353
Fun_on_the_river_s025.265,640,360,145,7.959453105926514,0.0001556515274047
Fun_on_the_river_s025.265,960,540,1600,10.088052749633787,0.0002019852339426
Fun_on_the_river_s025.265,1280,720,3400,12.624897241592407,0.0002592312233606
Fun_on_the_river_s025.265,1920,1080,5800,18.721590757369995,0.000396481688706
Fun_on_the_river_s025.265,2560,1440,8100,26.89856743812561,0.000577422581005
Fun_on_the_river_s025.265,3840,2160,16800,54.18496203422546,0.0011679869594044
Fun_on_the_river_s026.265,640,360,145,7.911904335021973,0.0001513811029434
Fun_on_the_river_s026.265,960,540,1600,9.80674648284912,0.0001917763756646
Fun_on_the_river_s026.265,1280,720,3400,11.940855026245115,0.0002409399191962
Fun_on_the_river_s026.265,1920,1080,5800,17.07632088661194,0.0003597411600112
Fun_on_the_river_s026.265,2560,1440,8100,24.28414225578308,0.0005169824062453
Fun_on_the_river_s026.265,3840,2160,16800,48.11537528038025,0.0010328767226854
Fun_on_the_river_s027.265,640,360,145,7.970334768295288,0.0001514363605976
Fun_on_the_river_s027.265,960,540,1600,9.68150281906128,0.000190833177789
Fun_on_the_river_s027.265,1280,720,3400,11.913888931274414,0.0002403958033243
Fun_on_the_river_s027.265,1920,1080,5800,17.106534957885742,0.0003588570888943
Fun_on_the_river_s027.265,2560,1440,8100,24.22718477249145,0.0005152314628283
Fun_on_the_river_s027.265,3840,2160,16800,48.01986598968506,0.0010286922403123
Fun_on_the_river_s028.265,640,360,145,7.187289714813232,0.0001319266956541
Fun_on_the_river_s028.265,960,540,1600,8.93686556816101,0.0001709920278708
Fun_on_the_river_s028.265,1280,720,3400,11.105820178985596,0.0002203888315518
Fun_on_the_river_s028.265,1920,1080,5800,16.138979196548462,0.0003360494112703
Fun_on_the_river_s028.265,2560,1440,8100,23.221776485443115,0.0004943658194012
Fun_on_the_river_s028.265,3840,2160,16800,46.4168598651886,0.0009964152584393
HoneyBee_s000.265,640,360,145,13.203782081604004,0.0002646624763912
HoneyBee_s000.265,960,540,1600,14.144148588180542,0.0002853974870681
HoneyBee_s000.265,1280,720,3400,15.663729429244995,0.0003177996659755
HoneyBee_s000.265,1920,1080,5800,20.28975343704224,0.0004283392392264
HoneyBee_s000.265,2560,1440,8100,28.26718306541443,0.0006017769194814
HoneyBee_s000.265,3840,2160,16800,52.01111507415772,0.0011141936651441
Indoor_Soccer_s000.265,640,360,145,9.9754638671875,0.0001997309543185
Indoor_Soccer_s000.265,960,540,1600,11.769957065582275,0.0002395840149349
Indoor_Soccer_s000.265,1280,720,3400,14.417299509048462,0.0002992390609211
Indoor_Soccer_s000.265,1920,1080,5800,20.316871166229248,0.0004338780709054
Indoor_Soccer_s000.265,2560,1440,8100,30.048360586166385,0.0006457058819293
Indoor_Soccer_s000.265,3840,2160,16800,64.63252663612366,0.001383136070013
Indoor_Soccer_s001.265,640,360,145,10.443260908126833,0.0002084010732332
Indoor_Soccer_s001.265,960,540,1600,11.59017562866211,0.0002325761909484
Indoor_Soccer_s001.265,1280,720,3400,13.393915176391602,0.000271152371682
Indoor_Soccer_s001.265,1920,1080,5800,18.30230975151062,0.0003843485047817
Indoor_Soccer_s001.265,2560,1440,8100,25.87861657142639,0.0005492017516824
Indoor_Soccer_s001.265,3840,2160,16800,52.29514598846436,0.0011249266959296
Indoor_Soccer_s002.265,640,360,145,12.92013955116272,0.0002586899052355
Indoor_Soccer_s002.265,960,540,1600,14.992716550827026,0.0002995211595376
Indoor_Soccer_s002.265,1280,720,3400,17.351255655288696,0.0003531944484498
Indoor_Soccer_s002.265,1920,1080,5800,23.057276487350464,0.0004877894936879
Indoor_Soccer_s002.265,2560,1440,8100,31.31705975532532,0.0006715769480864
Indoor_Soccer_s002.265,3840,2160,16800,60.14594912528992,0.0012938061945173
Indoor_Soccer_s003.265,640,360,145,12.63751482963562,0.0002533119639184
Indoor_Soccer_s003.265,960,540,1600,14.758450031280518,0.0002961528972943
Indoor_Soccer_s003.265,1280,720,3400,17.151152849197388,0.0003517892017735
Indoor_Soccer_s003.265,1920,1080,5800,23.449304342269897,0.0004945197737958
Indoor_Soccer_s003.265,2560,1440,8100,32.565868616104126,0.0006954622164461
Indoor_Soccer_s003.265,3840,2160,16800,62.79111862182617,0.0013548928040398
Indoor_Soccer_s004.265,640,360,145,12.097582817077637,0.0002379191287358
Indoor_Soccer_s004.265,960,540,1600,13.725284337997437,0.0002699305919806
Indoor_Soccer_s004.265,1280,720,3400,15.78153681755066,0.0003170335396236
Indoor_Soccer_s004.265,1920,1080,5800,20.629889011383057,0.000432769227261
Indoor_Soccer_s004.265,2560,1440,8100,28.44608926773072,0.000604953498427
Indoor_Soccer_s004.265,3840,2160,16800,57.09940719604492,0.0012193895625644
Indoor_Soccer_s005.265,640,360,145,11.14265203475952,0.0002218625827365
Indoor_Soccer_s005.265,960,540,1600,12.890965461730955,0.0002563869797388
Indoor_Soccer_s005.265,1280,720,3400,14.864691019058228,0.0003035700232558
Indoor_Soccer_s005.265,1920,1080,5800,19.786081790924072,0.0004190252432611
Indoor_Soccer_s005.265,2560,1440,8100,27.50233292579651,0.0005854941098425
Indoor_Soccer_s005.265,3840,2160,16800,54.46956968307495,0.0011765427051544
Indoor_Soccer_s006.265,640,360,145,11.099931240081789,0.0002192853082762
Indoor_Soccer_s006.265,960,540,1600,12.778152465820312,0.0002524395009358
Indoor_Soccer_s006.265,1280,720,3400,14.715622663497925,0.0002975825916396
Indoor_Soccer_s006.265,1920,1080,5800,19.246962785720825,0.0004046139287842
Indoor_Soccer_s006.265,2560,1440,8100,26.787370920181274,0.0005672969885985
Indoor_Soccer_s006.265,3840,2160,16800,54.00342154502869,0.0011556732210636
Indoor_Soccer_s007.265,640,360,145,11.885177373886108,0.0002340059367391
Indoor_Soccer_s007.265,960,540,1600,13.798251628875732,0.0002738186378796
Indoor_Soccer_s007.265,1280,720,3400,16.316923141479492,0.0003296018474578
Indoor_Soccer_s007.265,1920,1080,5800,22.153347969055176,0.0004686663837009
Indoor_Soccer_s007.265,2560,1440,8100,31.10629677772522,0.0006642922489643
Indoor_Soccer_s007.265,3840,2160,16800,62.669615745544434,0.0013550563582314
Indoor_Soccer_s008.265,640,360,145,11.862855195999146,0.0002362026279025
Indoor_Soccer_s008.265,960,540,1600,13.547396659851074,0.0002706468799379
Indoor_Soccer_s008.265,1280,720,3400,15.587725639343262,0.000315911239624
Indoor_Soccer_s008.265,1920,1080,5800,20.3685154914856,0.000424570389578
Indoor_Soccer_s008.265,2560,1440,8100,27.20474863052368,0.0005749270210584
Indoor_Soccer_s008.265,3840,2160,16800,50.94349789619446,0.0010766059222062
Indoor_Soccer_s009.265,640,360,145,11.03890299797058,0.0002217592957814
Indoor_Soccer_s009.265,960,540,1600,12.786248683929443,0.0002591346399943
Indoor_Soccer_s009.265,1280,720,3400,15.153828859329224,0.0003111586192448
Indoor_Soccer_s009.265,1920,1080,5800,20.5438928604126,0.000432791342926
Indoor_Soccer_s009.265,2560,1440,8100,28.696441650390625,0.0006128284539116
Indoor_Soccer_s009.265,3840,2160,16800,57.38905692100525,0.0012319517552375
Indoor_Soccer_s010.265,640,360,145,12.693707704544067,0.0002558487308449
Indoor_Soccer_s010.265,960,540,1600,13.735175848007202,0.0002780610043896
Indoor_Soccer_s010.265,1280,720,3400,15.042684078216553,0.000308876446406
Indoor_Soccer_s010.265,1920,1080,5800,18.5108654499054,0.0003883168218824
Indoor_Soccer_s010.265,2560,1440,8100,24.02539587020874,0.0005120078808784
Indoor_Soccer_s010.265,3840,2160,16800,46.92527842521668,0.0009969014705446
Indoor_Soccer_s011.265,640,360,145,11.91745114326477,0.0002354358681413
Indoor_Soccer_s011.265,960,540,1600,13.048262357711792,0.0002589355174541
Indoor_Soccer_s011.265,1280,720,3400,14.56299901008606,0.0002928780912028
Indoor_Soccer_s011.265,1920,1080,5800,17.832260608673096,0.0003689296583705
Indoor_Soccer_s011.265,2560,1440,8100,23.57523965835572,0.0004924605617523
Indoor_Soccer_s011.265,3840,2160,16800,45.67472505569458,0.0009662741834004
Indoor_Soccer_s012.265,640,360,145,7.340046882629394,0.0001097744789335
Indoor_Soccer_s012.265,960,540,1600,8.410820484161377,0.0001384981773058
Indoor_Soccer_s012.265,1280,720,3400,9.755694389343262,0.0001821062952677
Indoor_Soccer_s012.265,1920,1080,5800,14.329260110855104,0.0002853114902072
Indoor_Soccer_s012.265,2560,1440,8100,21.081087350845337,0.0004253694958792
Indoor_Soccer_s012.265,3840,2160,16800,43.98425507545471,0.0008943465198675
Indoor_Soccer_s013.265,640,360,145,11.347882509231567,0.0002191402200116
Indoor_Soccer_s013.265,960,540,1600,12.96544599533081,0.0002523940153757
