segment,width,height,exec_time_s,decision,chosen_region,chosen_time_utc,ci_temporal,ci_spatial_now,chosen_ci,ci_baseline,energy_kwh,carbon_g,carbon_baseline_g,saving_pct
Eldorado_s000.265,1280,720,18.5,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00035527,0.015632,0.015632,0.0
Eldorado_s000.265,1920,1080,28.0,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00055204,0.02429,0.02429,0.0
Eldorado_s000.265,2560,1440,41.5,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00082255,0.036192,0.036192,0.0
Eldorado_s000.265,3840,2160,84.3,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00169,0.07436,0.07436,0.0
Eldorado_s001.265,640,360,9.5,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00016841,0.00741,0.00741,0.0
Eldorado_s001.265,960,540,11.3,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00020632,0.009078,0.009078,0.0
Eldorado_s001.265,1280,720,13.7,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00025132,0.011058,0.011058,0.0
Eldorado_s001.265,1920,1080,18.7,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00035742,0.015726,0.015726,0.0
Eldorado_s001.265,2560,1440,26.1,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00050618,0.022272,0.022272,0.0
Eldorado_s001.265,3840,2160,51.0,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00099347,0.043713,0.043713,0.0
Eldorado_s002.265,640,360,11.1,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00020001,0.008801,0.008801,0.0
Eldorado_s002.265,960,540,12.2,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00022087,0.009718,0.009718,0.0
Eldorado_s002.265,1280,720,13.7,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00025184,0.011081,0.011081,0.0
Eldorado_s002.265,1920,1080,17.1,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.0003185,0.014014,0.014014,0.0
Eldorado_s002.265,2560,1440,22.2,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00042095,0.018522,0.018522,0.0
Eldorado_s002.265,3840,2160,43.9,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00082943,0.036495,0.036495,0.0
Eldorado_s003.265,640,360,12.0,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00021451,0.009439,0.009439,0.0
Eldorado_s003.265,960,540,13.4,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00024477,0.01077,0.01077,0.0
Eldorado_s003.265,1280,720,15.3,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00028382,0.012488,0.012488,0.0
Eldorado_s003.265,1920,1080,19.3,TEMPORAL,ca-central-1,2026-05-13 20:05:00+00:00,40.0,44.0,44.0,44.0,0.00036374,0.016005,0.016005,0.0
Eldorado_s003.265,2560,1440,26.0,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00049878,0.029428,0.021946,-34.1
Eldorado_s003.265,3840,2160,49.8,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00096568,0.056975,0.04249,-34.1
Eldorado_s004.265,640,360,12.6,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00022712,0.0134,0.009993,-34.1
Eldorado_s004.265,960,540,13.8,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00025069,0.014791,0.01103,-34.1
Eldorado_s004.265,1280,720,15.0,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00027525,0.01624,0.012111,-34.1
Eldorado_s004.265,1920,1080,18.0,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00033809,0.019948,0.014876,-34.1
Eldorado_s004.265,2560,1440,22.6,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00042323,0.02497,0.018622,-34.1
Eldorado_s004.265,3840,2160,39.5,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.0007512,0.044321,0.033053,-34.1
Eldorado_s005.265,640,360,13.3,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00023894,0.014098,0.010514,-34.1
Eldorado_s005.265,960,540,14.0,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00025349,0.014956,0.011154,-34.1
Eldorado_s005.265,1280,720,15.1,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00027618,0.016295,0.012152,-34.1
Eldorado_s005.265,1920,1080,17.7,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.0003289,0.019405,0.014471,-34.1
Eldorado_s005.265,2560,1440,21.4,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00039942,0.023566,0.017575,-34.1
Eldorado_s005.265,3840,2160,34.9,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00064754,0.038205,0.028492,-34.1
Eldorado_s006.265,640,360,13.1,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00023051,0.0136,0.010142,-34.1
Eldorado_s006.265,960,540,14.2,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00024941,0.014715,0.010974,-34.1
Eldorado_s006.265,1280,720,15.5,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00027683,0.016333,0.012181,-34.1
Eldorado_s006.265,1920,1080,18.1,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00033347,0.019675,0.014673,-34.1
Eldorado_s006.265,2560,1440,22.4,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00041589,0.024538,0.018299,-34.1
Eldorado_s006.265,3840,2160,36.9,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00069383,0.040936,0.030528,-34.1
Eldorado_s007.265,640,360,11.8,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00021204,0.012511,0.00933,-34.1
Eldorado_s007.265,960,540,13.6,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.000247,0.014573,0.010868,-34.1
Eldorado_s007.265,1280,720,15.8,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00029446,0.017373,0.012956,-34.1
Eldorado_s007.265,1920,1080,21.2,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00040927,0.024147,0.018008,-34.1
Eldorado_s007.265,2560,1440,30.5,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00058596,0.034571,0.025782,-34.1
Eldorado_s007.265,3840,2160,59.2,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00115587,0.068196,0.050858,-34.1
Eldorado_s008.265,640,360,12.1,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00021699,0.012802,0.009547,-34.1
Eldorado_s008.265,960,540,14.1,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00025462,0.015023,0.011203,-34.1
Eldorado_s008.265,1280,720,16.6,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00030764,0.018151,0.013536,-34.1
Eldorado_s008.265,1920,1080,22.9,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.0004407,0.026001,0.019391,-34.1
Eldorado_s008.265,2560,1440,32.6,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00063,0.03717,0.02772,-34.1
Eldorado_s008.265,3840,2160,64.4,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00126167,0.074438,0.055513,-34.1
Eldorado_s009.265,640,360,12.0,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00021791,0.012857,0.009588,-34.1
Eldorado_s009.265,960,540,14.4,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00026192,0.015453,0.011525,-34.1
Eldorado_s009.265,1280,720,17.2,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00032086,0.018931,0.014118,-34.1
Eldorado_s009.265,1920,1080,24.0,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00046319,0.027328,0.02038,-34.1
Eldorado_s009.265,2560,1440,33.8,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00065727,0.038779,0.02892,-34.1
Eldorado_s009.265,3840,2160,65.6,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00128733,0.075952,0.056642,-34.1
Eldorado_s010.265,640,360,12.5,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00022055,0.013012,0.009704,-34.1
Eldorado_s010.265,960,540,13.8,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00025217,0.014878,0.011096,-34.1
Eldorado_s010.265,1280,720,15.7,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00029423,0.01736,0.012946,-34.1
Eldorado_s010.265,1920,1080,20.5,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00039277,0.023174,0.017282,-34.1
Eldorado_s010.265,2560,1440,27.6,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00053162,0.031366,0.023391,-34.1
Eldorado_s010.265,3840,2160,53.1,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00103265,0.060926,0.045436,-34.1
Eldorado_s011.265,640,360,13.7,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00024092,0.014214,0.010601,-34.1
Eldorado_s011.265,960,540,15.1,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00027101,0.015989,0.011924,-34.1
Eldorado_s011.265,1280,720,16.9,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00030856,0.018205,0.013577,-34.1
Eldorado_s011.265,1920,1080,21.4,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00039805,0.023485,0.017514,-34.1
Eldorado_s011.265,2560,1440,27.7,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00052626,0.031049,0.023155,-34.1
Eldorado_s011.265,3840,2160,49.9,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00095918,0.056592,0.042204,-34.1
Eldorado_s012.265,640,360,13.1,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00023341,0.013771,0.01027,-34.1
Eldorado_s012.265,960,540,14.3,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00026004,0.015342,0.011442,-34.1
Eldorado_s012.265,1280,720,16.1,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00029476,0.017391,0.01297,-34.1
Eldorado_s012.265,1920,1080,20.5,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00038336,0.022618,0.016868,-34.1
Eldorado_s012.265,2560,1440,26.3,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.0005011,0.029565,0.022048,-34.1
Eldorado_s012.265,3840,2160,46.8,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00089741,0.052947,0.039486,-34.1
Eldorado_s013.265,640,360,12.0,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00021687,0.012795,0.009542,-34.1
Eldorado_s013.265,960,540,15.0,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00027139,0.016012,0.011941,-34.1
Eldorado_s013.265,1280,720,18.1,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00033819,0.019953,0.01488,-34.1
Eldorado_s013.265,1920,1080,25.3,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00048829,0.028809,0.021485,-34.1
Eldorado_s013.265,2560,1440,35.6,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00069177,0.040814,0.030438,-34.1
Eldorado_s013.265,3840,2160,68.3,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00133984,0.07905,0.058953,-34.1
Eldorado_s014.265,640,360,13.5,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00024316,0.014346,0.010699,-34.1
Eldorado_s014.265,960,540,15.7,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00028877,0.017038,0.012706,-34.1
Eldorado_s014.265,1280,720,18.7,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00035359,0.020862,0.015558,-34.1
Eldorado_s014.265,1920,1080,26.0,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00050215,0.029627,0.022095,-34.1
Eldorado_s014.265,2560,1440,36.5,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00071091,0.041943,0.03128,-34.1
Eldorado_s014.265,3840,2160,71.5,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00140052,0.082631,0.061623,-34.1
Eldorado_s015.265,640,360,13.5,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00024473,0.014439,0.010768,-34.1
Eldorado_s015.265,960,540,16.3,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00029887,0.017633,0.01315,-34.1
Eldorado_s015.265,1280,720,19.6,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00036868,0.021752,0.016222,-34.1
Eldorado_s015.265,1920,1080,27.4,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00053201,0.031389,0.023408,-34.1
Eldorado_s015.265,2560,1440,38.3,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.0007457,0.043996,0.032811,-34.1
Eldorado_s015.265,3840,2160,74.3,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.0014625,0.086288,0.06435,-34.1
Eldorado_s016.265,640,360,13.3,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00024158,0.014253,0.01063,-34.1
Eldorado_s016.265,960,540,15.9,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00029276,0.017273,0.012882,-34.1
Eldorado_s016.265,1280,720,18.9,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00035656,0.021037,0.015689,-34.1
Eldorado_s016.265,1920,1080,26.4,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00050919,0.030042,0.022404,-34.1
Eldorado_s016.265,2560,1440,36.5,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.0007139,0.04212,0.031412,-34.1
Eldorado_s016.265,3840,2160,70.6,SPATIAL,us-west-1,2026-05-13 20:05:00+00:00,40.0,44.0,59.0,44.0,0.00138309,0.081602,0.060856,-34.1
Eldorado_s017.265,640,360,13.1,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00023503,0.022798,0.010341,-120.5
Eldorado_s017.265,960,540,14.5,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00026004,0.025224,0.011442,-120.5
Eldorado_s017.265,1280,720,16.2,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00029603,0.028715,0.013025,-120.5
Eldorado_s017.265,1920,1080,20.2,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00038319,0.03717,0.01686,-120.5
Eldorado_s017.265,2560,1440,26.1,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00050103,0.048599,0.022045,-120.5
Eldorado_s017.265,3840,2160,48.5,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00093366,0.090565,0.041081,-120.5
Eldorado_s018.265,640,360,13.0,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.0002338,0.022679,0.010287,-120.5
Eldorado_s018.265,960,540,13.9,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00025532,0.024766,0.011234,-120.5
Eldorado_s018.265,1280,720,15.3,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00028347,0.027497,0.012473,-120.5
Eldorado_s018.265,1920,1080,18.9,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00035371,0.03431,0.015563,-120.5
Eldorado_s018.265,2560,1440,23.7,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00045016,0.043666,0.019807,-120.5
Eldorado_s018.265,3840,2160,46.1,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00087281,0.084662,0.038403,-120.5
Eldorado_s019.265,640,360,12.5,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00022511,0.021835,0.009905,-120.5
Eldorado_s019.265,960,540,13.6,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.0002474,0.023998,0.010886,-120.5
Eldorado_s019.265,1280,720,15.1,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00027782,0.026948,0.012224,-120.5
Eldorado_s019.265,1920,1080,18.4,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00034752,0.033709,0.015291,-120.5
Eldorado_s019.265,2560,1440,24.6,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00047095,0.045682,0.020722,-120.5
Eldorado_s019.265,3840,2160,49.9,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00096683,0.093783,0.042541,-120.5
Eldorado_s020.265,640,360,10.1,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.0001777,0.017237,0.007819,-120.5
Eldorado_s020.265,960,540,11.4,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00020119,0.019515,0.008852,-120.5
Eldorado_s020.265,1280,720,13.1,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00023593,0.022885,0.010381,-120.5
Eldorado_s020.265,1920,1080,17.2,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.0003245,0.031477,0.014278,-120.5
Eldorado_s020.265,2560,1440,23.9,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00045373,0.044011,0.019964,-120.5
Eldorado_s020.265,3840,2160,45.8,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.0008753,0.084904,0.038513,-120.5
Eldorado_s021.265,640,360,10.3,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00018264,0.017716,0.008036,-120.5
Eldorado_s021.265,960,540,11.5,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00020476,0.019861,0.009009,-120.5
Eldorado_s021.265,1280,720,13.1,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00023685,0.022974,0.010421,-120.5
Eldorado_s021.265,1920,1080,16.7,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00031096,0.030163,0.013682,-120.5
Eldorado_s021.265,2560,1440,21.9,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00041014,0.039784,0.018046,-120.5
Eldorado_s021.265,3840,2160,37.5,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00070335,0.068225,0.030947,-120.5
Eldorado_s022.265,640,360,10.5,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00018616,0.018058,0.008191,-120.5
Eldorado_s022.265,960,540,11.7,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.0002086,0.020234,0.009178,-120.5
Eldorado_s022.265,1280,720,13.2,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00024001,0.023281,0.010561,-120.5
Eldorado_s022.265,1920,1080,16.5,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00030916,0.029989,0.013603,-120.5
Eldorado_s022.265,2560,1440,21.5,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.0004067,0.03945,0.017895,-120.5
Eldorado_s022.265,3840,2160,37.1,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00070025,0.067924,0.030811,-120.5
Eldorado_s023.265,640,360,12.1,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00021373,0.020732,0.009404,-120.5
Eldorado_s023.265,960,540,13.5,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00024157,0.023433,0.010629,-120.5
Eldorado_s023.265,1280,720,15.4,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00028217,0.02737,0.012415,-120.5
Eldorado_s023.265,1920,1080,19.8,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00037891,0.036754,0.016672,-120.5
Eldorado_s023.265,2560,1440,27.4,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00052561,0.050985,0.023127,-120.5
Eldorado_s023.265,3840,2160,53.3,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.0010239,0.099318,0.045052,-120.5
Eldorado_s024.265,640,360,13.1,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00023686,0.022975,0.010422,-120.5
Eldorado_s024.265,960,540,14.4,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00026512,0.025716,0.011665,-120.5
Eldorado_s024.265,1280,720,16.2,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00030106,0.029202,0.013246,-120.5
Eldorado_s024.265,1920,1080,20.4,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00038606,0.037448,0.016987,-120.5
Eldorado_s024.265,2560,1440,26.3,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00050584,0.049066,0.022257,-120.5
Eldorado_s024.265,3840,2160,48.7,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00094429,0.091596,0.041549,-120.5
Eldorado_s025.265,640,360,14.0,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.0002519,0.024434,0.011084,-120.5
Eldorado_s025.265,960,540,15.8,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00028663,0.027803,0.012612,-120.5
Eldorado_s025.265,1280,720,17.9,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00033069,0.032077,0.014551,-120.5
Eldorado_s025.265,1920,1080,22.9,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00043941,0.042623,0.019334,-120.5
Eldorado_s025.265,2560,1440,30.4,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00058878,0.057112,0.025907,-120.5
Eldorado_s025.265,3840,2160,57.4,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00110927,0.107599,0.048808,-120.5
Eldorado_s026.265,640,360,13.9,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00025244,0.024487,0.011108,-120.5
Eldorado_s026.265,960,540,15.3,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.0002798,0.027141,0.012311,-120.5
Eldorado_s026.265,1280,720,17.1,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00031834,0.030879,0.014007,-120.5
Eldorado_s026.265,1920,1080,21.4,SPATIAL,sa-east-1,2026-05-13 20:05:00+00:00,40.0,44.0,97.0,44.0,0.00040949,0.039721,0.018018,-120.5
